bggid;rank;min_players;max_players;min_playtime;max_playtime;thumbnail;image;other_names;name
255507;1920;2;4;45;45;https://cf.geekdo-images.com/qGGMdUTeeZw5-1nTPuC4PA__thumb/img/-O1frZfWDGMzSESB5CuO2YuYhaU=/fit-in/200x150/filters:strip_icc()/pic4185945.jpg;https://cf.geekdo-images.com/qGGMdUTeeZw5-1nTPuC4PA__original/img/UI2lOn9T9X9NtqPgROJWCWSL7To=/0x0/filters:format(jpeg)/pic4185945.jpg;"[""\u30aa\u30eb\u30d3\u30b9""; ""\uc624\ub974\ube44\uc2a4""]";Orbis
284949;9426;3;4;60;90;https://cf.geekdo-images.com/Zd87IQmtO4OV4UPFIqUd2w__thumb/img/-fRkdeZkFqgLrijFuFU9rYyOBW0=/fit-in/200x150/filters:strip_icc()/pic4873414.jpg;https://cf.geekdo-images.com/Zd87IQmtO4OV4UPFIqUd2w__original/img/XAShsCKOts264jiZPq40AaZy8YI=/0x0/filters:format(jpeg)/pic4873414.jpg;[];Orchard Ocean
287275;6333;2;4;60;180;https://cf.geekdo-images.com/t_pmmQxuZwVDQ4gHNqUvSA__thumb/img/A_cKJfTWuXt2dUu6aEuGUBiwV04=/fit-in/200x150/filters:strip_icc()/pic4911042.jpg;https://cf.geekdo-images.com/t_pmmQxuZwVDQ4gHNqUvSA__original/img/pQ40JY4HZ5p9ZeTAO7jComfghFQ=/0x0/filters:format(jpeg)/pic4911042.jpg;[];Orléans Stories
129050;1928;2;5;45;60;https://cf.geekdo-images.com/n_jjFJfl5HFmxVKrKeZHcA__thumb/img/ubgup24pAztcK3Yf2iR_UR0AL74=/fit-in/200x150/filters:strip_icc()/pic1388461.jpg;https://cf.geekdo-images.com/n_jjFJfl5HFmxVKrKeZHcA__original/img/9x6sjNCit6bxKKM9ZVGeJwNKJF0=/0x0/filters:format(jpeg)/pic1388461.jpg;"[""07 zg\u0142o\u015b si\u0119""]";P.I.
248167;3662;2;4;90;120;https://cf.geekdo-images.com/6AZ-2TlVB6AMsLJJ4Q2gEQ__thumb/img/DWQg87vfKPqYtAJnW1wBPkJKuJk=/fit-in/200x150/filters:strip_icc()/pic4280270.jpg;https://cf.geekdo-images.com/6AZ-2TlVB6AMsLJJ4Q2gEQ__original/img/W2hOMxDLArvLBuJofwIgsFtuNZA=/0x0/filters:format(jpeg)/pic4280270.jpg;[];Pandoria
255034;5369;2;4;75;75;https://cf.geekdo-images.com/fHlxsqclqSlr9erDfrDGxg__thumb/img/hOjPM5MX1nW4_7QSojRBM50pz8c=/fit-in/200x150/filters:strip_icc()/pic4232877.jpg;https://cf.geekdo-images.com/fHlxsqclqSlr9erDfrDGxg__original/img/4KuFa4V21bj81kdbyScCyUJ3eVg=/0x0/filters:format(jpeg)/pic4232877.jpg;[];Papua
5825;3762;2;4;45;45;https://cf.geekdo-images.com/aMKC0dAlEsguZL-PWIzceA__thumb/img/NME_98Q10J4q6cj49TQMelEixdQ=/fit-in/200x150/filters:strip_icc()/pic72168.jpg;https://cf.geekdo-images.com/aMKC0dAlEsguZL-PWIzceA__original/img/etLvhEgOH5SHEK5Dh7L1ZCzQ9vg=/0x0/filters:format(jpeg)/pic72168.jpg;[];Paris Paris
46213;259;4;8;30;30;https://cf.geekdo-images.com/oc3u6OQpJkf9TvDw4iI9xA__thumb/img/Otc-6MFf-HC9ep-82ub2B2rID78=/fit-in/200x150/filters:strip_icc()/pic4991936.jpg;https://cf.geekdo-images.com/oc3u6OQpJkf9TvDw4iI9xA__original/img/Hh2zbSnLEARMlNg0OzImf2-5FIw=/0x0/filters:format(jpeg)/pic4991936.jpg;"[""Esquiss\u00e9?""; ""Huhupuheita""; ""Interferencias""; ""Passa o Desenho""; ""Podaj dalej!""; ""Ryktet G\u00e5r...""; ""Sig det videre""; ""Stille Post Extrem""; ""Telestrations El Original""; ""Wat schets je me nou?!""; ""\u03a3\u03ba\u03b9\u03c4\u03c3\u03bf\u03bc\u03c0\u03b5\u03c1\u03b4\u03ad\u03bc\u03b1\u03c4\u03b1""; ""\u0418\u0441\u043f\u043e\u0440\u0447\u0435\u043d\u043d\u044b\u0439 \u0442\u0435\u043b\u0435\u0444\u043e\u043d""; ""\u30c6\u30ec\u30b9\u30c8\u30ec\u30fc\u30b7\u30e7\u30f3""; ""\u50b3\u60c5\u756b\u610f""; ""\ud154\ub808\uc2a4\ud2b8\ub808\uc774\uc158""]";Telestrations
163412;88;2;2;15;30;https://cf.geekdo-images.com/wLW7pFn0--20lEizEz5p3A__thumb/img/P49TUiytgjmRAtKsfO7Y3yU_xic=/fit-in/200x150/filters:strip_icc()/pic2270442.jpg;https://cf.geekdo-images.com/wLW7pFn0--20lEizEz5p3A__original/img/B1j7R-slq8wxgC71Sg1F7S1s7Kg=/0x0/filters:format(jpeg)/pic2270442.jpg;"[""Patchwork: Americana Edition""; ""Patchwork: Christmas Edition""; ""Patchwork: Edycja Zimowa""; ""Patchwork: Folklore China""; ""Patchwork: Folklore Taiwan""; ""Patchwork: T\u00e9li kiad\u00e1s""; ""Patchwork: Winter Edition""; ""Patchwork: \u03a7\u03b5\u03b9\u03c1\u03bf\u03c4\u03b5\u03c7\u03bd\u03ae\u03bc\u03b1\u03c4\u03b1""; ""Tilkkut\u00e4kki""; ""Yamal\u0131 Yorgan""; ""\u041f\u0435\u0447\u0432\u043e\u0440\u043a""; ""\u041f\u044d\u0447\u0432\u043e\u0440\u043a""; ""\u05e9\u05de\u05d9\u05db\u05ea \u05d8\u05dc\u05d0\u05d9\u05dd""; ""\u30d1\u30c3\u30c1\u30ef\u30fc\u30af\uff1a\u51ac\u306e\u8d08\u308a\u7269""; ""\u62fc\u5e03\u85dd\u8853""; ""\u8865\u8865\u8d34\u8d34""; ""\ud328\uce58\uc6cc\ud06c""]";Patchwork
220778;5202;2;5;20;20;https://cf.geekdo-images.com/IVlPc1rUS6moDJVwTJn6oQ__thumb/img/bvLlsOTNWZBH3DVy58dDTw8-Kj0=/fit-in/200x150/filters:strip_icc()/pic3613442.jpg;https://cf.geekdo-images.com/IVlPc1rUS6moDJVwTJn6oQ__original/img/tMXTLJ5brd5AnfEDf_GeG81tISI=/0x0/filters:format(jpeg)/pic3613442.jpg;"[""Lepkouni""; ""Na j\u0119zykach""; ""Pega Bicho""; ""\u041b\u0438\u043f\u043a\u0438\u0435 \u0445\u0430\u043c\u0435\u043b\u0435\u043e\u043d\u044b""; ""\u0425\u0430\u043c\u0435\u043b\u0435\u043e\u043d\u0438 \u041d\u0435\u043d\u0430\u0436\u0435\u0440\u0438""; ""\u9ecf\u9ecf\u8b8a\u8272\u9f8d""; ""\uc2a4\ud2f0\ud0a4 \uce74\uba5c\ub808\uc628""]";Sticky Chameleons
284108;2229;3;5;20;30;https://cf.geekdo-images.com/pR7dcr6bs5TIOHOhKIoe_A__thumb/img/YYa8rvA3RgJS6aT-HT2NRegGmuA=/fit-in/200x150/filters:strip_icc()/pic4946885.jpg;https://cf.geekdo-images.com/pR7dcr6bs5TIOHOhKIoe_A__original/img/YGaDDOA-Jtr9eS60TNUx51J36Ds=/0x0/filters:format(jpeg)/pic4946885.jpg;"[""K\u00e9p\u00e9rz\u00e9k""; ""\u30d4\u30af\u30c1\u30e3\u30fc\u30ba""; ""\ud53d\ucc98\uc2a4""]";Pictures
256730;430;2;4;60;120;https://cf.geekdo-images.com/x39hXnP-GkLN1CDEq932oA__thumb/img/xxiGCk0hEUpP3hOtItpKI3sKZfo=/fit-in/200x150/filters:strip_icc()/pic4227162.jpg;https://cf.geekdo-images.com/x39hXnP-GkLN1CDEq932oA__original/img/dns582_OrWD9ZbABtUmXcQOxguQ=/0x0/filters:format(jpeg)/pic4227162.jpg;"[""\ud30c\uc774\ud504\ub77c\uc778""]";Pipeline
3076;27;3;5;90;150;https://cf.geekdo-images.com/QFiIRd2kimaMqTyWsX0aUg__thumb/img/5fLo89ChZH6Wzukk36bhZ-EpBS0=/fit-in/200x150/filters:strip_icc()/pic158548.jpg;https://cf.geekdo-images.com/QFiIRd2kimaMqTyWsX0aUg__original/img/DOgIp57F7tKZvxeITGAd3e_Q9as=/0x0/filters:format(jpeg)/pic158548.jpg;"[""\u03a0\u03bf\u03c5\u03ad\u03c1\u03c4\u03bf \u03a1\u03af\u03ba\u03bf""; ""\u6ce2\u591a\u9ece\u5404""; ""\ud478\uc5d0\ub974\ud1a0 \ub9ac\ucf54""]";Puerto Rico
127997;1603;2;4;30;30;https://cf.geekdo-images.com/_HF37JoDdYrBDmXve6cZJA__thumb/img/WcS9XDDBzmyiRrcrQsbRUBX1hTU=/fit-in/200x150/filters:strip_icc()/pic1405247.jpg;https://cf.geekdo-images.com/_HF37JoDdYrBDmXve6cZJA__original/img/6TXhzW2td9wmARNHRORm0t7tEhc=/0x0/filters:format(jpeg)/pic1405247.jpg;[];Qin
139842;14487;2;4;40;90;https://cf.geekdo-images.com/esKm1azgcjX1mFF6xdXwxw__thumb/img/pLd8qenWp4gHroYtDXat-AdLenI=/fit-in/200x150/filters:strip_icc()/pic1600048.jpg;https://cf.geekdo-images.com/esKm1azgcjX1mFF6xdXwxw__original/img/BnDjgVUzCnIVRjgfRmtVovj-Rvo=/0x0/filters:format(jpeg)/pic1600048.jpg;[];Quinto Império
114863;12900;2;4;90;90;https://cf.geekdo-images.com/N-zNV5M01_xVcLBE06RjEg__thumb/img/MkP5n-1LMo8qr_x5ktm0ykmqizw=/fit-in/200x150/filters:strip_icc()/pic1208177.jpg;https://cf.geekdo-images.com/N-zNV5M01_xVcLBE06RjEg__original/img/kC9OJOCg3qvtyX52IhmMiLJepZA=/0x0/filters:format(jpeg)/pic1208177.jpg;[];Ragami
207691;807;2;4;45;90;https://cf.geekdo-images.com/0A9aGzLzmBxN_M6rgpb6Dg__thumb/img/pupJXts3kO3x05Ki-lhREAPWrhw=/fit-in/200x150/filters:strip_icc()/pic3200781.jpg;https://cf.geekdo-images.com/0A9aGzLzmBxN_M6rgpb6Dg__original/img/HEY1bQT6vQvTpcfVieS0P7wSRJU=/0x0/filters:format(jpeg)/pic3200781.jpg;[];Railroad Revolution
220877;161;2;4;45;75;https://cf.geekdo-images.com/hR5sxxqNY3gjvLwifaqRww__thumb/img/dPZ7zqlIVCt4xiWfISkpujiwKwk=/fit-in/200x150/filters:strip_icc()/pic3646165.jpg;https://cf.geekdo-images.com/hR5sxxqNY3gjvLwifaqRww__original/img/kaXHOjBJX-URkjTjhQUhFl7E8Ng=/0x0/filters:format(jpeg)/pic3646165.jpg;"[""Ganges""; ""I Ragi\u00e0 del Gange""; ""Raja's van de Ganges""; ""\u0420\u0430\u0434\u0436\u0438 \u0413\u0430\u043d\u0433\u0430""]";Rajas of the Ganges
257834;8488;2;5;15;30;https://cf.geekdo-images.com/qhEPncqxmkQQWP3jHdLBmg__thumb/img/-2X0wtzsMnI7PhRSzQWlCBO-P7Q=/fit-in/200x150/filters:strip_icc()/pic4253759.jpg;https://cf.geekdo-images.com/qhEPncqxmkQQWP3jHdLBmg__original/img/QQpvApDXl5B3kJSK2hjyyZ0P6rk=/0x0/filters:format(jpeg)/pic4253759.jpg;[];Ramen
242684;997;2;4;60;120;https://cf.geekdo-images.com/RCV5d4ZMgzm20MosK3zADQ__thumb/img/MYsrcgv_ztbdhHkSboUN4jfOJjo=/fit-in/200x150/filters:strip_icc()/pic3916976.png;https://cf.geekdo-images.com/RCV5d4ZMgzm20MosK3zADQ__original/img/TQBvSyATFkPKRmILIC14phaxpfQ=/0x0/filters:format(png)/pic3916976.png;"[""Conquistadores de Midgard""; ""Maraudeurs de Midgard""; ""Saqueadores de Midgard""]";Reavers of Midgard
244228;609;2;4;30;45;https://cf.geekdo-images.com/I3BgmkjP3g6cRQ4cejoHrg__thumb/img/JDWcuLadW0pHSAh7fybzRRXNZZ8=/fit-in/200x150/filters:strip_icc()/pic5376430.png;https://cf.geekdo-images.com/I3BgmkjP3g6cRQ4cejoHrg__original/img/m0FXYQ2cNByp2YXLSK632rcH1_Q=/0x0/filters:format(png)/pic5376430.png;"[""\u30ea\u30fc\u30d5""; ""\u73ca\u745a\u7269\u8a9e""; ""\ub9ac\ud504""]";Reef
164091;12762;2;4;30;30;https://cf.geekdo-images.com/VTObPLrc3H9w4QzIN5h-nA__thumb/img/dLCaAElRdhPOsePKDb74Jff3VEY=/fit-in/200x150/filters:strip_icc()/pic2207429.png;https://cf.geekdo-images.com/VTObPLrc3H9w4QzIN5h-nA__original/img/Url0MGyhO8IP2mhqsGuFTL7VZo4=/0x0/filters:format(png)/pic2207429.png;[];Reis de Portugal
241831;1513;1;4;30;60;https://cf.geekdo-images.com/wU53jsng9uxfxuAoIeTjDA__thumb/img/ShUtMDXzeruNkjbG9mgavx7Z2yw=/fit-in/200x150/filters:strip_icc()/pic3877054.jpg;https://cf.geekdo-images.com/wU53jsng9uxfxuAoIeTjDA__original/img/FXWnJoKS3LFiOfvAhAxovXE_9Xg=/0x0/filters:format(jpeg)/pic3877054.jpg;"[""\ub808\uc774\ud06c\ud640\ud2b8""]";Reykholt
191986;4803;2;5;60;90;https://cf.geekdo-images.com/VgO8U-aD4HF7Mch9iN9I2Q__thumb/img/7TpW9H1O_UUh0i6xlj2sPOWzkEE=/fit-in/200x150/filters:strip_icc()/pic2923331.jpg;https://cf.geekdo-images.com/VgO8U-aD4HF7Mch9iN9I2Q__original/img/bWruUhcoK-TK5TgkIcZT3JawV40=/0x0/filters:format(jpeg)/pic2923331.jpg;"[""Rodas""]";Rhodes
218293;1536;1;6;25;150;https://cf.geekdo-images.com/BuBDgepjeEixyYcD4wmfbw__thumb/img/mI8DZ7DyGYzKB9J8qzicH9-K9XE=/fit-in/200x150/filters:strip_icc()/pic4123139.jpg;https://cf.geekdo-images.com/BuBDgepjeEixyYcD4wmfbw__original/img/O7hfUlla5Ysxeh5D1yRD6eCI8eU=/0x0/filters:format(jpeg)/pic4123139.jpg;[];Rise to Nobility
234093;6887;2;5;45;60;https://cf.geekdo-images.com/S7AKOtv4QD3k9z8g0ftQXA__thumb/img/eFPMbiYoUdCabfH3h5PPLKPeRtM=/fit-in/200x150/filters:strip_icc()/pic3736441.jpg;https://cf.geekdo-images.com/S7AKOtv4QD3k9z8g0ftQXA__original/img/mdh-2bL2KsKEdkQ_hq8WX1PWrkw=/0x0/filters:format(jpeg)/pic3736441.jpg;[];Rob 'n Run
74390;2823;2;5;120;180;https://cf.geekdo-images.com/4PpJtnuz686Vf6SmWqPwdg__thumb/img/NkGGmLorKgiBkYvnaxdJNF7Y80w=/fit-in/200x150/filters:strip_icc()/pic1289852.jpg;https://cf.geekdo-images.com/4PpJtnuz686Vf6SmWqPwdg__original/img/oXKcYxOJGH3SAc4u8-fCPiRs9ss=/0x0/filters:format(jpeg)/pic1289852.jpg;[];Rolling Freight
205498;2319;2;5;60;90;https://cf.geekdo-images.com/NW5QvdcOPHn-pE1Qu_yF7A__thumb/img/CafSi5yJzB8q73QLgVf7SNXqeNE=/fit-in/200x150/filters:strip_icc()/pic4120046.png;https://cf.geekdo-images.com/NW5QvdcOPHn-pE1Qu_yF7A__original/img/TVdRc-VOXlE7bpmTXtaz2X3hhoE=/0x0/filters:format(png)/pic4120046.png;"[""Rotunda: Strategia na okr\u0105g\u0142o""]";Round House
9220;1073;3;10;30;30;https://cf.geekdo-images.com/0vJwP6NGa7GHPZKC3gplUw__thumb/img/B3j-is62fP09eHP34uFG_gsxNQs=/fit-in/200x150/filters:strip_icc()/pic3989824.jpg;https://cf.geekdo-images.com/0vJwP6NGa7GHPZKC3gplUw__original/img/TJDCd-PYySXmhQn-LC-y88JPA7U=/0x0/filters:format(jpeg)/pic3989824.jpg;"[""Arany\u00e1s\u00f3k""; ""Sabota\u017cysta""; ""Saboter""; ""Sabot\u00e9r""; ""Saboteur (\u062e\u0631\u0627\u0628\u06a9\u0627\u0631)""; ""\u03a3\u03b1\u03bc\u03c0\u03bf\u03c4\u03ad\u03c1""; ""\u0413\u043d\u043e\u043c\u044b-\u0432\u0440\u0435\u0434\u0438\u0442\u0435\u043b\u0438""; ""\u0421\u0430\u0431\u043e\u0442\u0435\u0440""; ""\u05e1\u05d1\u05d0\u05d8\u05d5\u05e8""; ""\u0627\u0644\u0645\u062e\u0631\u0628""; ""\u304a\u90aa\u9b54\u8005""; ""\u77ee\u4eba\u6398\u91d1""; ""\uc0ac\ubcf4\ud0c0\uc9c0""]";Saboteur
199561;147;1;4;30;45;https://cf.geekdo-images.com/PZt3EAAGV3dFIVuwMR0AEw__thumb/img/1m4aryOW1MOpq-8jGkF6gDTJmCY=/fit-in/200x150/filters:strip_icc()/pic3525224.jpg;https://cf.geekdo-images.com/PZt3EAAGV3dFIVuwMR0AEw__original/img/5ug9EeKlH_ucJEUXaFpTZbBJ1GY=/0x0/filters:format(jpeg)/pic3525224.jpg;"[""\u0421\u0430\u0433\u0440\u0430\u0434\u0430""; ""\u0e0b\u0e32\u0e01\u0e23\u0e32\u0e14\u0e32""; ""\u30b5\u30b0\u30e9\u30c0""; ""\u8056\u5bb6\u65cf\u5927\u6559\u5802 SAGRADA""; ""\uc0ac\uadf8\ub77c\ub2e4""]";Sagrada
3;209;2;4;30;60;https://cf.geekdo-images.com/o9-sNXmFS_TLAb7ZlZ4dRA__thumb/img/22MSUC0-ZWgwzhi_VKIbENJik1w=/fit-in/200x150/filters:strip_icc()/pic3211873.jpg;https://cf.geekdo-images.com/o9-sNXmFS_TLAb7ZlZ4dRA__original/img/TPKZgpNxB_C73RNbhKyP6UR76X0=/0x0/filters:format(jpeg)/pic3211873.jpg;"[""Samoura\u00ef""; ""Samur\u00e1i""; ""Samuraj""; ""\u0421\u0430\u043c\u0443\u0440\u0430\u0439""; ""\u4f8d""; ""\uc0ac\ubb34\ub77c\uc774""]";Samurai
276830;1758;2;4;90;90;https://cf.geekdo-images.com/dRudo6DXsbwaUVvT6SBtLQ__thumb/img/Kk95zESrJLavZtvqZSWAJlN0214=/fit-in/200x150/filters:strip_icc()/pic4993715.jpg;https://cf.geekdo-images.com/dRudo6DXsbwaUVvT6SBtLQ__original/img/dkj2b8hPZ7aZhi7FiY5PvrS2fDE=/0x0/filters:format(jpeg)/pic4993715.jpg;"[""\u0421\u0430\u043d\u043a\u0442\u0443\u043c""]";Sanctum
8125;699;3;5;75;75;https://cf.geekdo-images.com/m9oXNgELQIwMJU-C1aShow__thumb/img/LMn7kYMl0oHpGJwOOi9L9up9ekY=/fit-in/200x150/filters:strip_icc()/pic180497.jpg;https://cf.geekdo-images.com/m9oXNgELQIwMJU-C1aShow__original/img/1gzRHVNUH89MhbaYHBrwBNooqns=/0x0/filters:format(jpeg)/pic180497.jpg;[];Santiago
104347;993;2;4;40;75;https://cf.geekdo-images.com/v4Rk-agCbbmMNo3vUQ1IcA__thumb/img/470q2hMMP1V-75tKqU7OBh6WzjU=/fit-in/200x150/filters:strip_icc()/pic1918128.jpg;https://cf.geekdo-images.com/v4Rk-agCbbmMNo3vUQ1IcA__original/img/OBN9ylDZWWIP302NRxikjE4l9bc=/0x0/filters:format(jpeg)/pic1918128.jpg;"[""\u03a3\u03b1\u03bd\u03c4\u03b9\u03ac\u03b3\u03ba\u03bf; \u039a\u03bf\u03cd\u03b2\u03b1""; ""\u0421\u0430\u043d\u0442\u044c\u044f\u0433\u043e \u0434\u0435 \u041a\u0443\u0431\u0430""; ""\u0421\u0430\u043d\u0442\u044c\u044f\u0433\u043e-\u0434\u0435-\u041a\u0443\u0431\u0430""; ""\u53e4\u5df4\uff1a\u8056\u5730\u7259\u54e5 Santiago de Cuba""]";Santiago de Cuba
170199;2756;2;4;60;150;https://cf.geekdo-images.com/1d5NyoCPSt09l7iJeRzHNQ__thumb/img/nRtmjA8PjCOfHPB2ZS2ocr-Faw8=/fit-in/200x150/filters:strip_icc()/pic3138497.jpg;https://cf.geekdo-images.com/1d5NyoCPSt09l7iJeRzHNQ__original/img/vrm_K9i3RI7oCW7O-zM6XVA1WB0=/0x0/filters:format(jpeg)/pic3138497.jpg;[];Solarius Mission
20551;192;3;5;90;120;https://cf.geekdo-images.com/j6UzppDoJv9tKHQl-pWpIw__thumb/img/BcVo6uokndgMSoFdIdEmgu-2C1o=/fit-in/200x150/filters:strip_icc()/pic3336315.jpg;https://cf.geekdo-images.com/j6UzppDoJv9tKHQl-pWpIw__original/img/Yu1D0BNyavkX_SV8EK056FxfRsw=/0x0/filters:format(jpeg)/pic3336315.jpg;"[""Szogun""; ""\uc1fc\uad70""; ""\uc1fc\uad70""]";Shogun
177678;707;2;4;90;120;https://cf.geekdo-images.com/Nq7RZa78giIv6IdfPWCMvQ__thumb/img/-CUyKUt1lFJjpivhset1eX0Swso=/fit-in/200x150/filters:strip_icc()/pic2684003.jpg;https://cf.geekdo-images.com/Nq7RZa78giIv6IdfPWCMvQ__original/img/Yu4EM1Xl6KgxdSrrROspBLMKn3U=/0x0/filters:format(jpeg)/pic2684003.jpg;[];Signorie
255037;4327;2;4;45;45;https://cf.geekdo-images.com/09W9RVgQH3iczXgNpc4t4A__thumb/img/7Gnu1fAzXwPA83uqNtMtd5fobvo=/fit-in/200x150/filters:strip_icc()/pic4232947.jpg;https://cf.geekdo-images.com/09W9RVgQH3iczXgNpc4t4A__original/img/Q9MMOtDDzodc6c93FWbM1UmBUG0=/0x0/filters:format(jpeg)/pic4232947.jpg;"[""\u7267\u87f2\u4eba\u751f""]";Silk
239964;;4;8;0;0;https://cf.geekdo-images.com/wIdJWjYScBDpUbspXnLi-Q__thumb/img/X5IhQZnRE46D-vUlcvgw_s3Wp3I=/fit-in/200x150/filters:strip_icc()/pic3971558.jpg;https://cf.geekdo-images.com/wIdJWjYScBDpUbspXnLi-Q__original/img/-Fnc0Wj9b0fBUkLCQZu4VbABv0c=/0x0/filters:format(jpeg)/pic3971558.jpg;[];Slam Burger
246684;640;1;5;60;90;https://cf.geekdo-images.com/Ndctxvd7kBXYubeYRKRqzw__thumb/img/hJtPqShJYdb8DsdnTvpdkXrx-CU=/fit-in/200x150/filters:strip_icc()/pic4258616.jpg;https://cf.geekdo-images.com/Ndctxvd7kBXYubeYRKRqzw__original/img/gGL8Fh-pFgTqB3lF-47ClLYLu8s=/0x0/filters:format(jpeg)/pic4258616.jpg;"[""\u624b\u6a5f\u5e1d\u570b""; ""\uc2a4\ub9c8\ud2b8\ud3f0 \uc8fc\uc2dd\ud68c\uc0ac""]";Smartphone Inc.
206802;9670;2;4;20;30;https://cf.geekdo-images.com/c4TmP5Ea8M1oBqtdZR6evw__thumb/img/1jlo5FQLG37lZvT_9GGkPHOG8ow=/fit-in/200x150/filters:strip_icc()/pic3159338.jpg;https://cf.geekdo-images.com/c4TmP5Ea8M1oBqtdZR6evw__original/img/r8bJKyP3hmpvWvcw6Dro7IU4aUg=/0x0/filters:format(jpeg)/pic3159338.jpg;"[""Spageti""]";Spaghetti
148228;165;2;4;30;30;https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__thumb/img/D4hkkHfOgu22PwgJomjplWAveuo=/fit-in/200x150/filters:strip_icc()/pic1904079.jpg;https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__original/img/Y2tUGY2nPTGd_epJYKQXPkQD8AM=/0x0/filters:format(jpeg)/pic1904079.jpg;"[""Goharneshan (\u06af\u0648\u0647\u0631\u0646\u0634\u0627\u0646)""; ""\u0420\u043e\u0441\u043a\u043e\u0448\u044c""; ""\u05e1\u05e4\u05dc\u05e0\u05d3\u05d5\u05e8""; ""\u062c\u0648\u0627\u0647\u0631\u064a""; ""\u0e40\u0e01\u0e21\u0e04\u0e49\u0e32\u0e40\u0e1e\u0e0a\u0e23""; ""\u5b9d\u77f3\u306e\u714c\u304d""; ""\u7480\u74a8\u5bf6\u77f3""; ""\uc2a4\ud50c\ub80c\ub354""]";Splendor
121410;913;2;4;60;60;https://cf.geekdo-images.com/HA0kPnNDm7O0gh0ukPcGcw__thumb/img/zZNZq4mvxP9y-MxZQyeHvFsDhdk=/fit-in/200x150/filters:strip_icc()/pic2656302.jpg;https://cf.geekdo-images.com/HA0kPnNDm7O0gh0ukPcGcw__original/img/o98tRHk91X2oFIsYeyXvrJJixss=/0x0/filters:format(jpeg)/pic2656302.jpg;"[""\u041f\u0430\u0440\u043e\u043f\u0430\u0440\u043a""; ""\u30b9\u30c1\u30fc\u30e0\u30d1\u30fc\u30af""]";Steam Park
266980;7178;1;4;60;100;https://cf.geekdo-images.com/qsklgT-nAk7ZIlkwDb2QJA__thumb/img/NOt5g9sFjMbnGxWDRsYWC9OhX78=/fit-in/200x150/filters:strip_icc()/pic4895869.jpg;https://cf.geekdo-images.com/qsklgT-nAk7ZIlkwDb2QJA__original/img/IFH3PcElq6E5xmEYiBANZ5MRqmk=/0x0/filters:format(jpeg)/pic4895869.jpg;[];Steamopolis
204;1246;2;4;60;60;https://cf.geekdo-images.com/ti-qlB8U-mds0ebW6qt5lA__thumb/img/SIquy8lqo62MojDnv5ZWDIVQY3A=/fit-in/200x150/filters:strip_icc()/pic3683645.jpg;https://cf.geekdo-images.com/ti-qlB8U-mds0ebW6qt5lA__original/img/Ybtu59ukKHEdmxJwCAfH0N-_ZH8=/0x0/filters:format(jpeg)/pic3683645.jpg;"[""Stephensons Rocket""]";Stephenson's Rocket
257669;8775;3;5;30;30;https://cf.geekdo-images.com/XEMgh5_zLTTOjUa2Imz5RQ__thumb/img/hqWPdRz54unplRy1Upuahz2N3kc=/fit-in/200x150/filters:strip_icc()/pic4256163.jpg;https://cf.geekdo-images.com/XEMgh5_zLTTOjUa2Imz5RQ__original/img/O--5paShygLlG-_eGQIvTXAxiPM=/0x0/filters:format(jpeg)/pic4256163.jpg;[];Streaming
186501;11822;2;4;30;60;https://cf.geekdo-images.com/DSDqBKtH7UYdDjC0OHNZ6A__thumb/img/qEVGzq_zOWN_geeaBZd6mB22Y9I=/fit-in/200x150/filters:strip_icc()/pic2853052.png;https://cf.geekdo-images.com/DSDqBKtH7UYdDjC0OHNZ6A__original/img/tTX_eV7kdt79iiVbaQvvpBKEUZo=/0x0/filters:format(png)/pic2853052.png;"[""Super PACS: The Game of Politics About the Game of Politics""; ""Super PACS: The Game of Politics About the Game of Politics""]";Super PACS
230514;8274;2;4;90;120;https://cf.geekdo-images.com/zssmP4Rk13IgwakFXsvnpQ__thumb/img/MIzz2Nm0p30-gJHGjZZTFssA2-g=/fit-in/200x150/filters:strip_icc()/pic3700717.jpg;https://cf.geekdo-images.com/zssmP4Rk13IgwakFXsvnpQ__original/img/Wk7ejUpBfJTGDphntf2ruYOGmU8=/0x0/filters:format(jpeg)/pic3700717.jpg;[];Tadmor
257722;10145;2;5;50;60;https://cf.geekdo-images.com/ooXXjQOb_k_13QLaFky-vg__thumb/img/5ZUYk_Mp20U3B1jL8ytL5X2v3IQ=/fit-in/200x150/filters:strip_icc()/pic4260229.jpg;https://cf.geekdo-images.com/ooXXjQOb_k_13QLaFky-vg__original/img/LWTFdSee3-80Skus_f5_ZqBiQc8=/0x0/filters:format(jpeg)/pic4260229.jpg;[];Taiwan Formosa
475;438;3;5;75;100;https://cf.geekdo-images.com/1AbjSJSVWFJ5GEXriWLd0w__thumb/img/Hl5F3BOBmcd-NmdNfkbDHbqheNo=/fit-in/200x150/filters:strip_icc()/pic4092498.jpg;https://cf.geekdo-images.com/1AbjSJSVWFJ5GEXriWLd0w__original/img/pUWU53usRd2ck1OAXApT5haZUW4=/0x0/filters:format(jpeg)/pic4092498.jpg;"[""Tadsch Mahal""]";Taj Mahal
