bggid;rank;min_players;max_players;min_playtime;max_playtime;thumbnail;image;other_names;name
421;196;2;7;180;360;https://cf.geekdo-images.com/3EmD1SEI5fVpR4rbdkU0AA__thumb/img/v_GuoUgKbMTvzcRkTcH6aOH9wWs=/fit-in/200x150/filters:strip_icc()/pic882119.jpg;https://cf.geekdo-images.com/3EmD1SEI5fVpR4rbdkU0AA__original/img/M6qiL7ZNU_mjgZXHZjOrVxNamfU=/0x0/filters:format(jpeg)/pic882119.jpg;"[""1830: Ferrovie e Capitani d'Industria""; ""1830: Schienenleger & Spekulanten""; ""1830: The Game of Railroads and Robber Barons""]";1830: Railways & Robber Barons
56257;;2;6;30;40;https://cf.geekdo-images.com/2eDT8qiYcnTheJab6cQ8dA__thumb/img/BDOnR0lnbcglvxjEkInC5bs-ulY=/fit-in/200x150/filters:strip_icc()/pic557792.jpg;https://cf.geekdo-images.com/2eDT8qiYcnTheJab6cQ8dA__original/img/n7iwpXA2ARwEtHHOalUvErEAung=/0x0/filters:format(jpeg)/pic557792.jpg;[];1886 Loures
250621;2172;1;4;60;90;https://cf.geekdo-images.com/9uH76qr1SXvqoHcmkhb3Gw__thumb/img/hH_LkG15LQc8Z20Jii418njxQsU=/fit-in/200x150/filters:strip_icc()/pic4074251.jpg;https://cf.geekdo-images.com/9uH76qr1SXvqoHcmkhb3Gw__original/img/7eDle2BpZYxzEkbDJhUr91gTA0k=/0x0/filters:format(jpeg)/pic4074251.jpg;"[""18\ub9b4\ub9ac\ud37c\ud2b8""]";18Lilliput
257668;2919;2;4;45;60;https://cf.geekdo-images.com/EqM5aQcfwgixrIyQ6F3Zvg__thumb/img/HvWKD8jJzzMa2fOYUL3w2RN1exw=/fit-in/200x150/filters:strip_icc()/pic4256174.jpg;https://cf.geekdo-images.com/EqM5aQcfwgixrIyQ6F3Zvg__original/img/LTErYkVCAp-2Jet7kURvhRpnwkQ=/0x0/filters:format(jpeg)/pic4256174.jpg;[];1906 San Francisco
279306;3585;2;2;45;45;https://cf.geekdo-images.com/KUZAIwhKn-gR7gKkunvDNg__thumb/img/7HaCV_GBTz0xJZYlzn_eFjrTXmg=/fit-in/200x150/filters:strip_icc()/pic4741327.jpg;https://cf.geekdo-images.com/KUZAIwhKn-gR7gKkunvDNg__original/img/NgsRhiVqAz9ea_aSzHHGtiZv7Xo=/0x0/filters:format(jpeg)/pic4741327.jpg;[];1987 Channel Tunnel
68448;60;2;7;30;30;https://cf.geekdo-images.com/RvFVTEpnbb4NM7k0IF8V7A__thumb/img/ZlG_SRFChObHenw79fAve56_mnk=/fit-in/200x150/filters:strip_icc()/pic860217.jpg;https://cf.geekdo-images.com/RvFVTEpnbb4NM7k0IF8V7A__original/img/JQvRoz0xns9LZII74-ygKGDq_Es=/0x0/filters:format(jpeg)/pic860217.jpg;"[""7 csoda""; ""7 Cud\u00f3w \u015awiata""; ""7 div\u016f sv\u011bta""; ""7 \u0447\u0443\u0434\u0435\u0441""; ""7 \u0e2a\u0e34\u0e48\u0e07\u0e21\u0e2b\u0e31\u0e28\u0e08\u0e23\u0e23\u0e22\u0e4c""; ""7 \uc6d0\ub354\uc2a4""; ""\u03a4\u03b1 7 \u03b8\u03b1\u03cd\u03bc\u03b1\u03c4\u03b1 \u03c4\u03bf\u03c5 \u03ba\u03cc\u03c3\u03bc\u03bf\u03c5""; ""\u4e03\u5927\u5947\u8e5f""; ""\u4e16\u754c\u306e\u4e03\u4e0d\u601d\u8b70""]";7 Wonders
204592;8310;2;4;10;25;https://cf.geekdo-images.com/FAdF7OrAyVM6RlkwBiWyzw__thumb/img/bdptLvMzR46OjLEQJ2jMug28x44=/fit-in/200x150/filters:strip_icc()/pic3147263.jpg;https://cf.geekdo-images.com/FAdF7OrAyVM6RlkwBiWyzw__original/img/Y9DGLJM1sldpxR72cxDv1Z8KbZo=/0x0/filters:format(jpeg)/pic3147263.jpg;"[""El Bosque Misterioso""; ""A Floresta Misteriosa""; ""La foresta misteriosa""; ""La For\u00eat myst\u00e9rieuse""; ""La For\u00eat myst\u00e9rieuse""; ""La For\u00eat myst\u00e9rieuse""; ""Der Mysteri\u00f6se Wald""]";The Mysterious Forest
194880;903;2;4;30;30;https://cf.geekdo-images.com/CtVH__gM0TBISzOzV3OeFQ__thumb/img/2aOcQ_RKw7fJYJTTdWrFHIk6coE=/fit-in/200x150/filters:strip_icc()/pic3176771.jpg;https://cf.geekdo-images.com/CtVH__gM0TBISzOzV3OeFQ__original/img/d2B_-IP89EV5g22xMzggb4yyit0=/0x0/filters:format(jpeg)/pic3176771.jpg;"[""\u00c1lomh\u00e1z""; ""La Casa dei Sogni""; ""Domek""; ""Droomhuis""; ""D\u016fm sn\u016f""; ""Hogar; Dulce Hogar""; ""Mein Traumhaus""; ""A Nossa Casa""; ""\u03a3\u03c0\u03af\u03c4\u03b9 \u03bc\u03bf\u03c5 \u03a3\u03c0\u03b9\u03c4\u03ac\u03ba\u03b9 \u03bc\u03bf\u03c5""; ""\u0414\u043e\u043c\u0438\u043a""; ""\u5922\u60f3\u5bb6\u5712""; ""\ub4dc\ub9bc \ud648""]";Dream Home
257077;4932;2;4;45;90;https://cf.geekdo-images.com/gakG4FEJdfaqURSbybTdHg__thumb/img/u2l41coertqzk9lIFi6FDpgpdik=/fit-in/200x150/filters:strip_icc()/pic4296635.jpg;https://cf.geekdo-images.com/gakG4FEJdfaqURSbybTdHg__original/img/4Rwogz693s9iMfZB_BesEvTXPWQ=/0x0/filters:format(jpeg)/pic4296635.jpg;[];A Pleasant Journey to Neko
130792;2590;2;4;15;25;https://cf.geekdo-images.com/ob-HUZ7U0MS9mBwUmcE4tQ__thumb/img/yZMnlLp8UogJJwLTFbjrUMsif7g=/fit-in/200x150/filters:strip_icc()/pic2303487.jpg;https://cf.geekdo-images.com/ob-HUZ7U0MS9mBwUmcE4tQ__original/img/xHqWHZYrWJHXw6fNY8iHkyvb4JE=/0x0/filters:format(jpeg)/pic2303487.jpg;"[""De betoverde toren""; ""Az elvar\u00e1zsolt torony""; ""The Magic Tower""; ""La torre embruixada""; ""La torre encantada""; ""La torre stregata""; ""La Tour enchant\u00e9e""; ""Der verzauberte Turm""; ""Za\u010darovan\u00e1 v\u011b\u017e""; ""Zakl\u0119ta Wie\u017ca""; ""\u039f \u039c\u03b1\u03b3\u03b5\u03bc\u03ad\u03bd\u03bf\u03c2 \u03a0\u03cd\u03c1\u03b3\u03bf\u03c2""; ""\u9b54\u6cd5\u9ad8\u5854""]";The Enchanted Tower
230085;994;2;4;90;120;https://cf.geekdo-images.com/cb8ydtRuQ-SADwD35oHX9w__thumb/img/wYEIi8jZ2AYZjH4ccv7uSld86L0=/fit-in/200x150/filters:strip_icc()/pic3621105.jpg;https://cf.geekdo-images.com/cb8ydtRuQ-SADwD35oHX9w__original/img/04eMY8p7oP_tzCMfyzR2VdFWDNI=/0x0/filters:format(jpeg)/pic3621105.jpg;"[""\u963f\u683c\u62c9""]";Agra
256442;4313;3;4;75;120;https://cf.geekdo-images.com/OT5ZEWTIHheSBYJiSgRi2g__thumb/img/TMLm10i_IB2PLTyRTjSZ8HOS4mc=/fit-in/200x150/filters:strip_icc()/pic5873955.jpg;https://cf.geekdo-images.com/OT5ZEWTIHheSBYJiSgRi2g__original/img/RTuonBi2HMnvn8qsojNmzzyqOmc=/0x0/filters:format(jpeg)/pic5873955.jpg;"[""\u98db\u884c\u8239\u90fd\u5e02""]";Airship City
6249;468;2;6;45;60;https://cf.geekdo-images.com/OiqKsYDh7pqeRYKG__kMSw__thumb/img/Pj2FP8bV-BHofcDS0eGLh8gzTmI=/fit-in/200x150/filters:strip_icc()/pic4893652.jpg;https://cf.geekdo-images.com/OiqKsYDh7pqeRYKG__kMSw__original/img/Oe2ZTGE2hUnyZQIEoIjM_zwYfcY=/0x0/filters:format(jpeg)/pic4893652.jpg;"[""Alhambra: 15th Anniversary Revised Edition""; ""M\u00fcnster""; ""The Palace of Alhambra""; ""Der Palast von Alhambra""; ""Troisdorf: Der Palast von Alhambra Sonderedition""; ""\u0391\u03bb\u03ac\u03bc\u03c0\u03c1\u03b1""; ""\u0642\u0635\u0631 \u0627\u0644\u062d\u0645\u0631\u0627\u0621""; ""\u30a2\u30eb\u30cf\u30f3\u30d6\u30e9""; ""\uc54c\ud568\ube0c\ub77c""]";Alhambra
42470;13608;3;6;70;70;https://cf.geekdo-images.com/yRS4VE4vV-F-LeulY4lkcw__thumb/img/7kQkXpHuBrRriyzb_7HL3rQU-hc=/fit-in/200x150/filters:strip_icc()/pic476784.jpg;https://cf.geekdo-images.com/yRS4VE4vV-F-LeulY4lkcw__original/img/ED78X0rBgbjhTyHj0gQFTcKy3mU=/0x0/filters:format(jpeg)/pic476784.jpg;[];Aljubarrota
192032;15454;2;2;5;15;https://cf.geekdo-images.com/y4HoJzjbx_nyBMrar3cO8g__thumb/img/KMZEHgFVndVKVqEJxqGLQZsHoZs=/fit-in/200x150/filters:strip_icc()/pic2847751.jpg;https://cf.geekdo-images.com/y4HoJzjbx_nyBMrar3cO8g__original/img/7OyPp8b14x2Z7zyeIgce-jUSCg0=/0x0/filters:format(jpeg)/pic2847751.jpg;"[""Aljubarrota; the Royal Battle""]";Aljubarrota: The Royal Battle
2651;39;2;6;120;120;https://cf.geekdo-images.com/yd6LuatytHRhcFCxCf-EEg__thumb/img/jWTonZ5oYNlPzpELKHIJGWSS0Y8=/fit-in/200x150/filters:strip_icc()/pic4459753.jpg;https://cf.geekdo-images.com/yd6LuatytHRhcFCxCf-EEg__original/img/OS13C6W4i1XW__wWVVVaqF7BV0c=/0x0/filters:format(jpeg)/pic4459753.jpg;"[""Alta Tens\u00e3o""; ""Alta Tensao""; ""Alta Tensi\u00f3n""; ""Alta Tensi\u00f3n (Reenergizado)""; ""Alta Tensione""; ""Funkenschlag""; ""Funkenschlag (Recharged Version)""; ""Haute Tension""; ""Hoogspanning""; ""Hoogspanning (Recharged Versie)""; ""Megawatts""; ""Nagyfesz\u00fclts\u00e9g""; ""Power Grid (Recharged Version)""; ""Power Grid (Versao Energizada)""; ""Re\u0163eaua Energetic\u0103""; ""Vysok\u00e9 Nap\u011bt\u00ed""; ""Wysokie Napi\u0119cie""; ""Wysokie Napi\u0119cie: Do\u0142adowana Wersja""; ""\u042d\u043d\u0435\u0440\u0433\u043e\u0441\u0435\u0442\u044c""; ""\u0e40\u0e01\u0e21\u0e42\u0e23\u0e07\u0e44\u0e1f\u0e1f\u0e49\u0e32""; ""\u96fb\u529b\u4f1a\u793e""; ""\u96fb\u529b\u4f1a\u793e \u5145\u96fb\u5b8c\u4e86\uff01""; ""\u96fb\u529b\u516c\u53f8""; ""\ud30c\uc6cc\uadf8\ub9ac\ub4dc""; ""\ud30c\uc6cc\uadf8\ub9ac\ub4dc \uc7ac\ucda9\uc804""]";Power Grid
5404;367;3;5;90;90;https://cf.geekdo-images.com/wFD0mXh1AZshtsYlrBXyzA__thumb/img/nLzU6sEdEIrWcjgBVOlj-Jfsl6s=/fit-in/200x150/filters:strip_icc()/pic2748305.jpg;https://cf.geekdo-images.com/wFD0mXh1AZshtsYlrBXyzA__original/img/TbMBl_wTToaiNN9YIF4nixlM6SE=/0x0/filters:format(jpeg)/pic2748305.jpg;"[""Amon Ra""; ""Amon-Ra""; ""Amun Re""; ""\u0410\u043c\u043e\u043d-\u0420\u0430""; ""\u4e9e\u8499\u62c9""; ""\uc544\ubb38 \ub808""]";Amun-Re
232303;4533;2;5;45;45;https://cf.geekdo-images.com/EWHQLiET4YUtP2ytU8MUQA__thumb/img/YCK4Ew9T5moFqVTN2a17WGfKppo=/fit-in/200x150/filters:strip_icc()/pic3674774.jpg;https://cf.geekdo-images.com/EWHQLiET4YUtP2ytU8MUQA__original/img/QUYpzr2ARQqo0apZH7cksTInv1U=/0x0/filters:format(jpeg)/pic3674774.jpg;"[""Amun-Re: El juego de cartas""; ""Amun-Re: Le Jeu de Cartes""; ""\uc544\ubb38-\ub808: \uce74\ub4dc \uac8c\uc784""]";Amun-Re: The Card Game
19600;770;2;6;120;120;https://cf.geekdo-images.com/qBeZa2sdkpJYmqBXHjZWOw__thumb/img/-u6Eu5lO6yRRnm1XqLpL3aHtQW8=/fit-in/200x150/filters:strip_icc()/pic171444.jpg;https://cf.geekdo-images.com/qBeZa2sdkpJYmqBXHjZWOw__original/img/TV8s-PhtTx7oE3EzkGPe5FYeV2o=/0x0/filters:format(jpeg)/pic171444.jpg;"[""Antique""]";Antike
13122;238;2;4;120;180;https://cf.geekdo-images.com/CDORbD8KPxSXBaJrdHtN2Q__thumb/img/msitlnovDr7wZinoLdFSBFTLMiA=/fit-in/200x150/filters:strip_icc()/pic3731052.png;https://cf.geekdo-images.com/CDORbD8KPxSXBaJrdHtN2Q__original/img/HrJb-K0d3SXsJfACbpsOiv6Lutc=/0x0/filters:format(png)/pic3731052.png;[];Antiquity
159508;469;2;4;100;100;https://cf.geekdo-images.com/K7Hq_KDgr8jJHMtW21XcfQ__thumb/img/ZddcJnCbwkBUoilb5x-Bj-k7tio=/fit-in/200x150/filters:strip_icc()/pic2197124.jpg;https://cf.geekdo-images.com/K7Hq_KDgr8jJHMtW21XcfQ__original/img/PckhyT2sfyT93TPkIRyKrvPpPMs=/0x0/filters:format(jpeg)/pic2197124.jpg;"[""Badacze G\u0142\u0119bin""; ""\u30a2\u30af\u30a2\u30b9\u30d5\u30a3\u30a2""]";AquaSphere
246150;3271;1;4;30;30;https://cf.geekdo-images.com/VsvFUf5ahP6htkvWNaBS7A__thumb/img/Bp2I0K5XJeAEANxOB10A-tthRVk=/fit-in/200x150/filters:strip_icc()/pic4089634.jpg;https://cf.geekdo-images.com/VsvFUf5ahP6htkvWNaBS7A__original/img/K6MiWUaDu3JFgBZmDb9nDNAjR-w=/0x0/filters:format(jpeg)/pic4089634.jpg;[];Arraial
198287;1930;2;4;60;90;https://cf.geekdo-images.com/7ez-k_JKGpPPIK6iPMANXg__thumb/img/e_KCi1ClG5qSB8WK9k4FLXRF_84=/fit-in/200x150/filters:strip_icc()/pic3617946.jpg;https://cf.geekdo-images.com/7ez-k_JKGpPPIK6iPMANXg__original/img/UWD1zm6ybrpeCoiKDEIluaGGSxk=/0x0/filters:format(jpeg)/pic3617946.jpg;"[""Andor: Le Dernier Espoir""; ""De Legenden van Andor: De Laatste Hoop""; ""Die Legenden von Andor: Die letzte Hoffnung""; ""Le Leggende di Andor: L'ultima speranza""; ""As Lendas de Andor: A \u00faltima esperan\u00e7a""; ""Las Leyendas de Andor: La \u00daltima Esperanza""; ""\u0410\u043d\u0434\u043e\u0440: \u041f\u043e\u0441\u043b\u0435\u0434\u043d\u044f\u044f \u043d\u0430\u0434\u0435\u0436\u0434\u0430""]";Legends of Andor: The Last Hope
203410;17084;1;4;60;90;https://cf.geekdo-images.com/bpiih7foDdNItKEFD6qhww__thumb/img/ixlQ6rL4PHYfPHDOdE836vhwFro=/fit-in/200x150/filters:strip_icc()/pic3252432.jpg;https://cf.geekdo-images.com/bpiih7foDdNItKEFD6qhww__original/img/H71Do6s5d4vPKSsGyp-zkEsd8OU=/0x0/filters:format(jpeg)/pic3252432.jpg;[];Ascended
131118;2719;2;4;60;120;https://cf.geekdo-images.com/iXUOC-Cd3GKTm927hCxl1A__thumb/img/rOYIdjeu_3AaRXzcT2Z74quyAqw=/fit-in/200x150/filters:strip_icc()/pic1529138.jpg;https://cf.geekdo-images.com/iXUOC-Cd3GKTm927hCxl1A__original/img/Hh7Q7gl4456lD4rhh2-SJyyqbqM=/0x0/filters:format(jpeg)/pic1529138.jpg;[];Asgard
245325;17315;2;4;30;50;https://cf.geekdo-images.com/1RcJKnVOsvqZyMo3HEyq0w__thumb/img/b0-s4iIuHWajMEvCwDAlPu2NbrM=/fit-in/200x150/filters:strip_icc()/pic3974461.jpg;https://cf.geekdo-images.com/1RcJKnVOsvqZyMo3HEyq0w__original/img/Akd7euzZPf9fqprhYUDSKslIokk=/0x0/filters:format(jpeg)/pic3974461.jpg;[];Athens
39351;460;3;5;120;120;https://cf.geekdo-images.com/lJOntTfaU-lbCZsFcRxA8A__thumb/img/dUoQJ_WTooIEcPfMOi8E7Lt66_8=/fit-in/200x150/filters:strip_icc()/pic744514.jpg;https://cf.geekdo-images.com/lJOntTfaU-lbCZsFcRxA8A__original/img/lkZ8BBkTTqwEq6hK-mZrIQrscEE=/0x0/filters:format(jpeg)/pic744514.jpg;"[""Automobile: En route vers la fortune!""; ""Automobile: Wheels to Wealth""; ""Automobile: Wielen naar Welvaart""; ""\u6c7d\u8f66\u4f20\u5947 (\u6c7d\u8eca\u50b3\u5947)""]";Automobile
230802;50;2;4;30;45;https://cf.geekdo-images.com/tz19PfklMdAdjxV9WArraA__thumb/img/debo694HgBaIBeNGyxu1ELUbQGA=/fit-in/200x150/filters:strip_icc()/pic3718275.jpg;https://cf.geekdo-images.com/tz19PfklMdAdjxV9WArraA__original/img/eFRt3o7W6YltnrkqpiSOKr2rKCw=/0x0/filters:format(jpeg)/pic3718275.jpg;"[""\u30a2\u30ba\u30fc\u30eb""; ""\u82b1\u78da\u7269\u8a9e""; ""\uc544\uc904""]";Azul
256226;306;2;4;30;45;https://cf.geekdo-images.com/RrYR1xB8H7D1B5GwNV8jgQ__thumb/img/vUGmS3mniayuyVOG-1ulrVGnjSg=/fit-in/200x150/filters:strip_icc()/pic4212417.jpg;https://cf.geekdo-images.com/RrYR1xB8H7D1B5GwNV8jgQ__original/img/unI8OEWp9Fdv3D_dLahPPdLG1qc=/0x0/filters:format(jpeg)/pic4212417.jpg;"[""Azul: De ramen van Sintra / Les vitraux de Sintra""; ""Azul: Die Buntglasfenster von Sintra""; ""Azul: le Vetrate di Sintra""; ""Azul: Les Vitraux de Sintra""; ""Azul: Sintra \u00fcvegcsod\u00e1i""; ""Azul: Stained glass of Sintra / Les vitraux de Sintra""; ""Azul: Vitrais de Sintra""; ""Azul: Vitrales de Sintra""; ""Azul: Vitr\u00e1\u017ee Sintry""; ""Azul: Witra\u017ce Sintry""; ""\u0410\u0437\u0443\u043b: \u0412\u0438\u0442\u0440\u0430\u0436\u0438 \u0421\u0438\u043d\u0442\u0440\u044b""; ""\u30a2\u30ba\u30fc\u30eb\uff1a\u30b7\u30f3\u30c8\u30e9\u306e\u30b9\u30c6\u30f3\u30c9\u30b0\u30e9\u30b9""; ""\u82b1\u78da\u7269\u8a9e\uff1a\u7409\u7483\u4e4b\u5149""; ""\uc544\uc904: \uc2e0\ud2b8\ub77c\uc758 \uc2a4\ud14c\uc778\ub4dc\uae00\ub77c\uc2a4""]";Azul: Stained Glass of Sintra
266164;1507;2;4;60;60;https://cf.geekdo-images.com/XKdSpV2ZTdOEd0NXy3Ig1Q__thumb/img/Gvkzb72NQtK-Poor3FJXfj-L8RU=/fit-in/200x150/filters:strip_icc()/pic4657338.jpg;https://cf.geekdo-images.com/XKdSpV2ZTdOEd0NXy3Ig1Q__original/img/Q4u1KwykZGb21eEf0-QLwPx-DQ0=/0x0/filters:format(jpeg)/pic4657338.jpg;"[""\u30d0\u30d3\u30ed\u30cb\u30a2""]";Babylonia
251247;61;1;4;60;120;https://cf.geekdo-images.com/jEPmWvvYpqkWrKOzqIHFsg__thumb/img/kMLIpeqA6UcUvQg2AdMwwQoEIfU=/fit-in/200x150/filters:strip_icc()/pic4336469.png;https://cf.geekdo-images.com/jEPmWvvYpqkWrKOzqIHFsg__original/img/rkHKwkUqpQC7PAGG7n2gbrcQiUY=/0x0/filters:format(png)/pic4336469.png;"[""Wasserkraft""; ""\u041f\u043b\u043e\u0442\u0438\u043d\u0430""; ""\u5f3a\u56fd\u4e89\u575d""; ""\ubc84\ub77c\uc9c0""]";Barrage
760;223;2;2;30;30;https://cf.geekdo-images.com/RnbZfspkPRfr6EMkRkac2Q__thumb/img/HUtyu4RUS0dBnNNSVGO88hWtHnw=/fit-in/200x150/filters:strip_icc()/pic149717.jpg;https://cf.geekdo-images.com/RnbZfspkPRfr6EMkRkac2Q__original/img/hANctLTf503m6ZxkyYgPMZTHXRE=/0x0/filters:format(jpeg)/pic149717.jpg;"[""Truva""; ""\u0411\u0430\u0442\u0430\u043b\u0438\u044f""; ""\u30d0\u30c8\u30eb\u30e9\u30a4\u30f3""; ""\u5357\u5317\u6226\u7dda BATTLE LINE""; ""\u53e4\u6218\u9635 Battle Line (\u7b80\u4f53\u7248)""]";Battle Line
28723;2179;2;4;75;75;https://cf.geekdo-images.com/b9c1W94qk8a7J0vP-lRapA__thumb/img/vnmLOMs4vQqgAiz_OGOPN8uhsb8=/fit-in/200x150/filters:strip_icc()/pic722313.jpg;https://cf.geekdo-images.com/b9c1W94qk8a7J0vP-lRapA__original/img/0kxLi7tJ4If0sjH_tEiuREONm6Q=/0x0/filters:format(jpeg)/pic722313.jpg;"[""Les vents du nord""; ""Voor de Wind""; ""Vor dem Wind""]";Before the Wind
134068;;1;5;300;300;https://cf.geekdo-images.com/eRvUqkFmnUytnw-O_9svHg__thumb/img/Wb9XpJnnI_vfbVhtLLC62xAlURQ=/fit-in/200x150/filters:strip_icc()/pic1675729.jpg;https://cf.geekdo-images.com/eRvUqkFmnUytnw-O_9svHg__original/img/K2907I1kFX0buHu-DU1S8j2DZGw=/0x0/filters:format(jpeg)/pic1675729.jpg;[];BIOS: Origins
148282;9926;2;6;30;45;https://cf.geekdo-images.com/uGdqrLvk72Fjp7P94M0Uew__thumb/img/Eqasd38jtZNQREX5-qK1EZlrMcI=/fit-in/200x150/filters:strip_icc()/pic2496436.jpg;https://cf.geekdo-images.com/uGdqrLvk72Fjp7P94M0Uew__original/img/4PKBG7IkIprOS5a4b20zSM3mr44=/0x0/filters:format(jpeg)/pic2496436.jpg;[];Black Hat
170216;35;2;4;60;90;https://cf.geekdo-images.com/HkZSJfQnZ3EpS214xtuplg__thumb/img/NLhVdU8xazrgS5dA6nVCYmN2DNI=/fit-in/200x150/filters:strip_icc()/pic2439223.jpg;https://cf.geekdo-images.com/HkZSJfQnZ3EpS214xtuplg__original/img/Myy6IPDJDzLoPdXrPXVZcddBQoQ=/0x0/filters:format(jpeg)/pic2439223.jpg;"[""\u041a\u0440\u043e\u0432\u044c \u0438 \u042f\u0440\u043e\u0441\u0442\u044c""; ""\u041a\u0440\u044a\u0432 \u0438 \u042f\u0440\u043e\u0441\u0442""; ""\u30d6\u30e9\u30c3\u30c9\u30ec\u30a4\u30b8""; ""\u8840\u8272\u72c2\u6012""; ""\ube14\ub7ec\ub4dc \ub808\uc774\uc9c0""]";Blood Rage
274688;9804;2;5;30;60;https://cf.geekdo-images.com/RHdtPc0Um00Xfhxpj2oNVA__thumb/img/jhY-2kLOL-KiaaoB2YoMhFJSv1g=/fit-in/200x150/filters:strip_icc()/pic4739071.jpg;https://cf.geekdo-images.com/RHdtPc0Um00Xfhxpj2oNVA__original/img/Z9Ra1X9JevTPBcvKaPeLUMdLMAI=/0x0/filters:format(jpeg)/pic4739071.jpg;"[""\ubcf4\ub4dc \uac8c\uc784 \uce74\ud398 \ud0c0\uc774\ucfe4""]";Board Game Cafe Frenzy
11;451;2;7;45;45;https://cf.geekdo-images.com/hTK_hi_S0RvDRuZKyNEgvQ__thumb/img/laOeOkZJnxHAmCPp7OCg66Xd-zY=/fit-in/200x150/filters:strip_icc()/pic69366.jpg;https://cf.geekdo-images.com/hTK_hi_S0RvDRuZKyNEgvQ__original/img/t0_TtOwUs0DfQzI2tN7gEVAQ9wc=/0x0/filters:format(jpeg)/pic69366.jpg;"[""Babsz\u00fcret""; ""Bohnanza Pocket-Version""; ""Bohnanza+""; ""Bohnanza: Fan Edition""; ""Bohnanza: Ich glaub' es hackt!""; ""Bohnanza: Jubil\u00e4umsedition""; ""Bohnanza: Le Business des Haricots""; ""Bohnanza: Por um Punhado de Feij\u00f5es!""; ""Bohnanza: \u03a6\u03b1\u03c3\u03bf\u03cd\u03bb\u03af \u03c4\u03bf \u03a6\u03b1\u03c3\u03bf\u03cd\u03bb\u03b9""; ""Bohnil\u00e4um""; ""Bonanza""; ""Boonanza""; ""Fasolki""; ""Fazole""; ""Semenza""; ""\u0411\u043e\u043d\u0430\u043d\u0437\u0430""; ""\u30dc\u30fc\u30ca\u30f3\u30b6""; ""\u7a2e\u8c46""; ""\ubcf4\ub09c\uc790""]";Bohnanza
28720;19;2;4;60;120;https://cf.geekdo-images.com/0BsjJY9MTlx9DRrlkeE69w__thumb/img/9SUEXpaf_ZdaeR0oS7BS55G5lCw=/fit-in/200x150/filters:strip_icc()/pic5482020.jpg;https://cf.geekdo-images.com/0BsjJY9MTlx9DRrlkeE69w__original/img/6AJktf34S4ypVI75ecsfmkDicgA=/0x0/filters:format(jpeg)/pic5482020.jpg;"[""Brass""; ""Brass Deluxe""; ""Brass. \u041b\u0430\u043d\u043a\u0430\u0448\u0438\u0440""; ""Brass: Lancashire""; ""Kohle: Mit Volldampf zum Reichtum""; ""\u5de5\u696d\u9769\u547d""; ""\ube0c\ub77c\uc2a4: \ub7ad\ucee4\uc154""]";Brass: Lancashire
188343;5807;2;5;60;90;https://cf.geekdo-images.com/nYTRLToRdRgwsr7x1eyJTA__thumb/img/PNyMMGojGpVEHwrRV2AktIgNNw8=/fit-in/200x150/filters:strip_icc()/pic3741964.jpg;https://cf.geekdo-images.com/nYTRLToRdRgwsr7x1eyJTA__original/img/MM5Dzlu9Azg3fXvmr5iNPCLR2qo=/0x0/filters:format(jpeg)/pic3741964.jpg;[];Brides & Bribes
275913;1804;2;4;40;60;https://cf.geekdo-images.com/epYZrJ9M2vTl6ITcl28eQg__thumb/img/IX5iReRJ9qKz7NPG2QBiGa3M9nY=/fit-in/200x150/filters:strip_icc()/pic4830437.jpg;https://cf.geekdo-images.com/epYZrJ9M2vTl6ITcl28eQg__original/img/nmNX-gMBA0bL0VgXQOrucQF56tQ=/0x0/filters:format(jpeg)/pic4830437.jpg;"[""Br\u00fcssel 1897""; ""\u5e03\u9b6f\u585e\u723e1897""]";Bruxelles 1897
552;811;3;5;120;120;https://cf.geekdo-images.com/kdUgrIW97AMy0X_ZAXKBIQ__thumb/img/4M7epe99tiI_bvQGRPMo7OvxSko=/fit-in/200x150/filters:strip_icc()/pic4908538.jpg;https://cf.geekdo-images.com/kdUgrIW97AMy0X_ZAXKBIQ__original/img/xzDBpZR94KRpjiKJRW5ZqYWKmMo=/0x0/filters:format(jpeg)/pic4908538.jpg;[];Bus
60954;;2;6;40;40;https://cf.geekdo-images.com/O8A_eHD-2t4mrsVk15U25w__thumb/img/_T9k6_WxANc2bNrA4Ugy009o2Tw=/fit-in/200x150/filters:strip_icc()/pic611933.jpg;https://cf.geekdo-images.com/O8A_eHD-2t4mrsVk15U25w__original/img/8Nz0Ntm4Nl_cKhXwmHcMAkUzC20=/0x0/filters:format(jpeg)/pic611933.jpg;[];Cabemos Todos?
255455;3531;2;4;75;120;https://cf.geekdo-images.com/ccLf4dNnBeMLiezpzFS0ZA__thumb/img/4ItTKymjPXsPKcwln0JE5ZJZoSw=/fit-in/200x150/filters:strip_icc()/pic5413301.jpg;https://cf.geekdo-images.com/ccLf4dNnBeMLiezpzFS0ZA__original/img/w2HLPMwHu8_P4ulHSAT7TDyRnYk=/0x0/filters:format(jpeg)/pic5413301.jpg;"[""\u6d77\u7063\u8239\u9577""]";Captains of the Gulf
72131;8926;2;4;75;75;https://cf.geekdo-images.com/nZ6JMUuWAqEdNhExNvh1Mw__thumb/img/HTLMUqM0oP2N6U2zHEKxr3oLJxo=/fit-in/200x150/filters:strip_icc()/pic1031900.jpg;https://cf.geekdo-images.com/nZ6JMUuWAqEdNhExNvh1Mw__original/img/OXRGXcXr0l4hzVxDDfGkX3c6p-0=/0x0/filters:format(jpeg)/pic1031900.jpg;[];Caravelas
